activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,111020,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL11805,CAPROCTAMINE,CHEMBL11805,,True,http://www.openphacts.org/units/Nanomolar,256322,=,1,True,=,,IC50,nM,,85113803820237.6,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,4.93
,112455,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL302179,,CHEMBL302179,,False,http://www.openphacts.org/units/Nanomolar,256331,=,1,True,=,,IC50,nM,,724435960074989.1,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,5.86
,116776,[],CHEMBL654405,In vitro inhibitory activity against Butyrylcholinesterase (BChE) in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,CCOC(=O)N(C)CC[C@@]12C=C[C@H](O)C[C@@H]1Oc1c(OC)ccc(CO)c12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146616,Bioorg. Med. Chem. Lett.,2003,,CHEMBL80382,,CHEMBL80382,,False,http://www.openphacts.org/units/Nanomolar,140433,=,1,True,=,,IC50,nM,,216000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,uM,UO_0000065,,216.0
,117581,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL94,PHYSOSTIGMINE,CHEMBL94,,True,http://www.openphacts.org/units/Nanomolar,256324,=,1,True,=,,IC50,nM,,43651583224016660,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,7.64
,121295,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL27673,METHOCTRAMINE,CHEMBL27673,,False,http://www.openphacts.org/units/Nanomolar,256327,=,1,True,=,,IC50,nM,,1023292992280753.6,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,6.01
,122888,[],CHEMBL654405,In vitro inhibitory activity against Butyrylcholinesterase (BChE) in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1146616,Bioorg. Med. Chem. Lett.,2003,"{'bei': '45.62', 'le': '0.82', 'lle': '6.35', 'sei': '23.25'}",CHEMBL95,TACRINE,CHEMBL95,9.05,False,http://www.openphacts.org/units/Nanomolar,140436,=,1,True,=,,IC50,nM,,0.9,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.9
,130168,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL132377,,CHEMBL132377,,False,http://www.openphacts.org/units/Nanomolar,256326,=,1,True,=,,IC50,nM,,165958690743755.62,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,5.22
,133986,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,NCCCCCCNCCSSCCNCCCCCCN,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL132133,,CHEMBL132133,,False,http://www.openphacts.org/units/Nanomolar,256328,=,1,True,=,,IC50,nM,,1548816618912.48,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,3.19
,133991,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,Nc1c2c(nc3ccccc13)CCCC2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL95,TACRINE,CHEMBL95,,False,http://www.openphacts.org/units/Nanomolar,256325,=,1,True,=,,IC50,nM,,2754228703338174.5,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,6.44
,142817,[],CHEMBL654405,In vitro inhibitory activity against Butyrylcholinesterase (BChE) in human serum,B,,,BAO_0000190,BAO_0000366,cell-free format,CCOC(=O)O[C@H]1C=C[C@@]2(CCN(C)C(=O)OCC)c3c(CCl)ccc(OC)c3O[C@H]2C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1146616,Bioorg. Med. Chem. Lett.,2003,,CHEMBL80224,,CHEMBL80224,,False,http://www.openphacts.org/units/Nanomolar,140434,=,1,True,=,,IC50,nM,,790000.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,uM,UO_0000065,,790.0
,143689,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL134488,,CHEMBL134488,,False,http://www.openphacts.org/units/Nanomolar,256321,=,1,True,=,,IC50,nM,,87096358995608.31,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,4.94
,144674,[],CHEMBL655896,Inhibition of Butyrylcholinesterase (BChE) of human erythrocytes [-log IC50 (uM)],B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1131149,J. Med. Chem.,1998,,CHEMBL134382,,CHEMBL134382,,False,http://www.openphacts.org/units/Nanomolar,256329,=,1,True,=,,IC50,nM,,114815362149687.94,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,Log IC50,,UO_0000065,,5.06
,224977,[],CHEMBL651303,Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.,B,,,BAO_0000190,BAO_0000366,cell-free format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,,,CHEMBL1131001,J. Med. Chem.,1998,"{'bei': '34.86', 'le': '0.65', 'lle': '7.21', 'sei': '13.82'}",CHEMBL309667,,CHEMBL309667,8.62,False,http://www.openphacts.org/units/Nanomolar,139407,=,1,True,=,,IC50,nM,,2.4,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,2.4
,226234,[],CHEMBL651303,Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.,B,,,BAO_0000190,BAO_0000366,cell-free format,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,,,CHEMBL1131001,J. Med. Chem.,1998,"{'bei': '19.55', 'le': '0.36', 'lle': '2.75', 'sei': '9.69'}",CHEMBL419470,,CHEMBL419470,6.05,False,http://www.openphacts.org/units/Nanomolar,139410,=,1,True,=,,IC50,nM,,897.0,CHEMBL1914,Homo sapiens,Butyrylcholinesterase,9606,,,IC50,nM,UO_0000065,,897.0
